일시,교래태양광,종합경기장 태양광,행원태양광,홍보관주차장태양광,수산태양광,태양광전체
2024-09-07,1477.2,2307.552,165.744,225.92,3156.583,7332.999
2024-09-08,1333.6,1500,363.168,404.32,3685.937,7287.025
2024-09-09,1980,2400.704,388.368,415.64,4515.398,9700.11
2024-09-10,1271.4,1266.592,265.968,328.76,3531.178,6663.898
2024-09-11,748.6,1452.768,107.928,161.52,1902.628,4373.444
2024-09-12,1848.4,2581.44,359.712,404.76,4432.957,9627.269
2024-09-13,1732,2414.496,416.16,461.8,5343.412,10367.868
2024-09-14,2638,2735.072,405.288,429,5472.135,11679.495
2024-09-15,1425.2,1648.928,315.144,346.28,3680.153,7415.705
2024-09-16,755.2,1065.312,154.44,210.2,1786.2,3971.352
2024-09-17,995.8,884.384,198.144,242.32,2019.775,4340.423
2024-09-18,1820.6,2274.528,371.52,408.92,4581.204,9456.772
2024-09-19,972,1423.136,306.36,349.88,3431.381,6482.757
2024-09-20,498.8,829.984,55.728,108.24,987.113,2479.865
2024-09-21,230.8,369.696,20.088,60.48,556.108,1237.172
2024-09-22,692.8,321.088,52.272,112.44,1823.08,3001.68
2024-09-23,819,2169.824,269.208,295.28,2455.119,6008.431
2024-09-24,1278.6,1846.752,221.04,263.44,2210.694,5820.526
2024-09-25,850.6,1291.968,286.2,223.04,1637.23,4289.038
2024-09-26,1994.4,2387.36,353.952,355.64,3939.762,9031.114
2024-09-27,2406,2344.736,375.408,375.68,5399.094,10900.918
2024-09-28,1876.6,2282.4,357.984,380.48,3481.285,8378.749
2024-09-29,928,1850.72,326.376,359.84,3062.571,6527.507
2024-09-30,1402.8,2352.608,385.128,377.56,2648.928,7167.024
