ÀÏ½Ã,°¡½Ã¸®Ç³·Â,±è³çÇ³·Â,µ¿º¹Ç³·Â,½ÅÃ¢Ç³·Â,Çà¿øÇ³·Â,Ç³·ÂÀüÃ¼
2025-05-09,106012.8,4603.86,370080,7946.28,45204.116,533847.056
2025-05-10,101216.16,6352.74,369878.4,5321.7,56827.043,539596.043
2025-05-11,34176.96,5469.84,132220.8,2252.7,27057.683,201177.983
2025-05-12,13798.08,275.04,7545.6,1846.98,158.897,23624.597
2025-05-13,17500.32,762.12,13276.8,1724.22,2551.385,35814.845
2025-05-14,44313.12,4914.9,173692.8,0,33260.226,256181.046
2025-05-15,50417.28,2403,60652.8,1008.36,26914.233,141395.673
2025-05-16,96755.04,2918.34,147916.8,7776,29730.759,285096.939
2025-05-17,14784.48,4829.76,123552,1431.36,22438.937,167036.537
2025-05-18,32423.04,2718,46224,3335.4,22704.892,107405.332
2025-05-19,57791.52,1330.56,8035.2,6430.68,13918.965,87506.925
2025-05-20,70454.88,725.4,45705.6,4738.32,11743.669,133367.869
2025-05-21,27168.48,921.06,60566.4,2136.6,7258.817,98051.357
2025-05-22,46995.84,1087.74,23760,1061.1,9091.623,81996.303
2025-05-23,15384.96,4785.84,121507.2,322.02,33207.958,175207.978
2025-05-24,103248,6561.9,125913.6,7645.32,43516.599,286885.419
2025-05-25,38594.88,1965.78,51638.4,3529.62,14159.863,109888.543
2025-05-26,4790.88,763.92,12931.2,0,3760.755,22246.755
2025-05-27,29242.08,686.16,6681.6,37.44,3710.4,40357.68
2025-05-28,31111.2,440.82,3859.2,839.52,2743.2,38993.94
2025-05-29,6140.16,245.52,10742.4,1565.1,270,18963.18
2025-05-30,25747.2,157.32,604.8,978.84,0,27488.16
2025-05-31,10.08,189,3110.4,0,55.2,3364.68
2025-06-01,960.48,418.68,5760,140.58,2239.2,9518.94
2025-06-02,29558.88,3234.96,118425.6,3537.54,49378.802,204135.782
2025-06-03,103769.28,8226.72,197568,4425.66,60582.001,374571.661
2025-06-04,28283.04,4855.32,149587.2,897.66,25795.201,209418.421
2025-06-05,17470.08,266.4,5011.2,1165.86,1539.6,25453.14
2025-06-06,17671.68,204.84,2044.8,4424.94,1832.4,26178.66
2025-06-07,12731.04,236.52,8150.4,4494.42,4466.4,30078.78
2025-06-08,1321.92,296.1,14486.4,669.24,1568.4,18342.06
2025-06-09,10.08,255.96,13968,336.6,1184.403,15755.043
2025-06-10,6511.68,1054.08,16704,975.96,12347.997,37593.717
2025-06-11,26863.2,1792.08,30240,2331.72,21704.401,82931.401
2025-06-12,473.76,157.14,15436.8,668.7,1997.027,18733.427
2025-06-13,28817.28,1224,98553.6,6330.78,20253.305,155178.965
2025-06-14,80304.48,3735.54,117590.4,5700.06,39809.034,247139.514
2025-06-15,27239.04,355.5,10915.2,2056.14,4677.462,45243.342
2025-06-16,42844.32,2365.2,51984,1879.2,13547.183,112619.903
2025-06-17,36383.04,206.64,5126.4,448.38,1896.7,44061.16
2025-06-18,4861.44,276.84,2505.6,1647.18,721.487,10012.547
2025-06-19,31872.96,3039.3,184060.8,1616.04,11562.747,232151.847
2025-06-20,112920.48,4230.54,246960,0,35869.447,399980.467
2025-06-21,162741.6,3863.16,108864,0,26464.146,301932.906
2025-06-22,27613.44,547.56,15926.4,0,3672,47759.4
2025-06-23,240.48,552.24,15782.4,0,3935.146,20510.266
2025-06-24,23374.08,436.32,11865.6,0,9279.941,44955.941
2025-06-25,23.04,3066.12,79891.2,0,15939.154,98919.514
2025-06-26,12.96,120.78,489.6,0,291.776,915.116
2025-06-27,7801.92,471.96,4608,2004.48,2757.856,17644.216
2025-06-28,6552,185.58,864,1322.64,501.969,9426.189
2025-06-29,24397.92,203.22,2390.4,1403.64,2058.377,30453.557
2025-06-30,21623.04,333.18,3945.6,968.22,2906.731,29776.771
