ÀÏ½Ã,°¡½Ã¸®Ç³·Â,±è³çÇ³·Â,µ¿º¹Ç³·Â,½ÅÃ¢Ç³·Â,Çà¿øÇ³·Â,Ç³·ÂÀüÃ¼
2024-06-02,67186.08,3500.1,79632,3853.98,51285.1,205457.26
2024-06-03,22032,1068.12,32083.2,1579.86,12536.418,69299.598
2024-06-04,7734.24,807.3,25632,1882.44,6602.813,42658.793
2024-06-05,14235.84,865.98,32918.4,1532.52,10882.84,60435.58
2024-06-06,892.8,242.82,21945.6,877.5,7154.645,31113.365
2024-06-07,10033.92,817.2,33379.2,5651.82,14094.822,63976.962
2024-06-08,36175.68,724.5,35971.2,4687.02,16668.485,94226.885
2024-06-09,56602.08,1856.16,25286.4,7340.94,24598.5,115684.08
2024-06-10,2888.64,537.84,14256,635.4,7482.158,25800.038
2024-06-11,635.04,101.7,1555.2,9.36,26.819,2328.119
2024-06-12,1003.68,433.08,6307.2,329.58,6122.367,14195.907
2024-06-13,4380.48,225.36,1180.8,344.88,2489.25,8620.77
2024-06-14,1500.48,1041.12,32601.6,1594.44,11569.201,48306.841
2024-06-15,512.64,771.3,15984,291.24,13767.858,31327.038
2024-06-16,49089.6,1402.38,29030.4,509.76,23739.453,103771.593
2024-06-17,13394.88,338.76,9849.6,1047.06,5106.188,29736.488
2024-06-18,95211.36,3433.5,53078.4,424.62,32519.825,184667.705
2024-06-19,16185.6,727.02,27475.2,4679.82,9989.127,59056.767
2024-06-20,43876.8,3555.36,163382.4,12141,50404.762,273360.322
2024-06-21,586.08,520.56,20995.2,3753.9,10371.563,36227.303
2024-06-22,46792.8,2442.06,60249.6,11553.48,18048.322,139086.262
2024-06-23,16701.12,2045.88,41155.2,2966.58,17971.529,80840.309
2024-06-24,6917.76,2301.12,32486.4,1744.56,24901.378,68351.218
2024-06-25,17733.6,256.32,15379.2,1107.72,5536.836,40013.676
2024-06-26,2125.44,122.4,1094.4,136.08,1177.719,4656.039
2024-06-27,7904.16,1096.92,28080,2610.36,20220.395,59911.835
2024-06-28,1215.36,416.52,12297.6,978.12,5013.72,19921.32
2024-06-29,83544.48,3544.02,100051.2,13827.42,46723.709,247690.829
2024-06-30,115208.64,1994.76,119606.4,14125.86,35636.39,286572.05
