date,temp_avg_c,temp_max_c,temp_min_c,wind_avg_ms,wind_max_ms,wind_gust_ms,sunshine_hr,sunshine_rate_pct,solar_radiation_mj_m2,solar_total_kwh,wind_total_kwh,solar_gyorae_kwh,solar_haengwon_kwh,solar_promo_parking_kwh,solar_stadium_kwh,solar_susan_kwh,wind_dongbok_kwh,wind_gasiri_kwh,wind_gimnyeong_kwh,wind_haengwon_kwh,wind_sinchang_kwh
2024-01-01,9.3,12.3,6.6,1.0,3.1,5.6,2.2,22.0,,2808.156,32969.58,747.8,37.656,43.44,488.832,1490.428,21542.4,,790.56,7306.8,3329.82
2024-01-02,9.8,14.0,6.1,1.3,3.8,6.8,7.6,76.0,,4892.581,10276.024,1081.6,240.264,143.88,813.344,2613.493,2822.4,,381.06,5544.004,1528.56
2024-01-03,9.1,12.3,6.4,1.5,4.2,8.6,5.9,59.0,,4339.399,456759.8400000001,1018.0,168.696,119.28,315.072,2718.351,355478.4,,5867.82,77631.6,17782.02
2024-01-04,7.8,12.0,4.1,1.6,3.9,7.9,9.2,92.0,,8119.184,91298.82,1988.6,416.88,215.04,1356.416,4142.248,66412.8,,2197.26,20049.6,2639.16
2024-01-05,11.4,14.8,7.6,1.5,3.7,7.0,2.1,21.0,,5939.471,73017.539,1666.8,284.184,168.32,762.656,3057.511,57168.0,,1224.9,9935.999,4688.64
2024-01-06,9.8,13.7,5.7,1.5,3.2,7.8,9.2,91.1,,9262.04,181658.46,2010.8,512.136,286.88,1377.824,5074.4,120009.6,,4659.12,43525.2,13464.54
2024-01-07,6.3,9.7,4.4,1.7,4.5,9.3,8.8,87.1,,2125.314,615650.28,517.2,110.016,103.84,283.488,1110.77,482198.4,,6441.48,105334.8,21675.6
2024-01-08,5.4,7.2,3.6,0.9,2.3,4.8,0.1,1.0,,5322.784,56605.44,1030.8,258.84,158.36,935.872,2938.912,32976.0,,1292.22,18030.0,4307.22
2024-01-09,8.3,10.8,3.2,0.9,3.0,6.6,0.0,0.0,,1590.061,38344.921,362.2,53.64,51.76,192.48,929.981,25200.0,,990.36,8037.601,4116.96
2024-01-10,7.7,10.8,4.0,1.2,2.9,6.6,7.3,72.3,,6503.135,419439.06000000006,1248.6,288.072,174.48,574.528,4217.455,334454.4,,10828.26,63367.2,10789.2
2024-01-11,6.9,11.6,2.7,1.7,3.3,7.4,8.5,84.2,,9150.737,225898.43999999997,2247.4,380.592,220.12,938.24,5364.385,177436.8,,6094.08,39602.4,2765.16
2024-01-12,10.1,14.1,6.6,1.7,3.7,8.6,8.1,80.2,,5483.993,177323.4,1395.8,126.144,110.84,442.24,3408.969,126835.2,,5076.72,40176.0,5235.48
2024-01-13,9.1,14.4,5.0,1.8,4.2,6.9,9.3,91.2,,9834.316,70478.16,2209.8,529.128,303.6,1487.424,5304.364,34560.0,,1634.4,23240.4,11043.36
2024-01-14,11.9,15.8,6.0,1.9,4.3,7.8,6.3,61.8,,9536.116,192664.74,2139.0,516.888,288.8,1475.808,5115.62,140284.8,,4722.84,35544.0,12113.1
2024-01-15,9.1,12.1,5.9,1.7,3.9,7.9,9.4,92.2,,10520.794,461742.96,2359.8,584.784,358.0,1524.064,5694.146,344966.4,,11662.74,84864.0,20249.82
2024-01-16,8.9,12.4,5.0,1.5,2.6,4.2,8.2,80.4,,9867.026,69623.81999999999,2194.2,526.248,307.72,1640.8,5198.058,41904.0,,1627.74,17802.0,8290.08
2024-01-17,14.0,17.2,9.2,1.4,2.8,5.0,4.8,47.1,,4689.901,66865.02,1023.0,233.424,145.16,911.296,2377.021,44294.4,,1145.34,13394.4,8030.88
2024-01-18,15.2,17.5,12.6,1.2,3.1,5.7,0.5,4.9,,1728.353,41993.28,466.2,25.92,2.6,233.504,1000.129,18057.6,,1287.0,16203.6,6445.08
2024-01-19,11.3,12.7,10.7,3.3,4.9,9.8,0.0,0.0,,345.843,520164.72,66.4,0.0,0.04,159.36,120.043,434707.2,,1375.56,82270.8,1811.16
2024-01-20,11.6,12.2,10.0,3.5,4.9,10.6,0.0,0.0,,366.104,533470.32,115.2,0.72,0.0,79.52,170.664,451497.6,,0.0,78606.0,3366.72
2024-01-21,10.4,11.9,8.4,1.5,4.9,9.6,0.2,1.9,,884.827,228583.8,205.4,14.544,15.52,99.04,550.323,162547.2,,4571.28,43369.2,18096.12
2024-01-22,3.3,8.9,-0.3,1.9,5.8,13.8,6.8,66.0,,1230.434,677456.4,280.0,11.736,0.88,155.36,782.458,604771.2,,207.36,58954.8,13523.04
2024-01-23,0.1,2.5,-1.8,2.6,4.8,11.8,5.5,52.9,,3197.601,638559.1200000001,784.2,124.128,18.52,303.04,1967.713,597340.8,,15.3,27750.0,13453.02
2024-01-24,3.3,6.5,-1.0,2.5,4.8,10.1,5.9,56.7,,1841.093,672895.0800000001,537.8,75.672,22.4,207.264,997.957,614044.8,,6.12,35535.6,23308.56
2024-01-25,5.0,8.6,2.8,0.8,2.0,4.4,2.9,27.9,,3040.658,511902.96,637.2,91.944,71.84,181.568,2058.106,402192.0,,7703.28,80692.8,21314.88
2024-01-26,6.0,10.9,4.0,1.2,3.0,6.0,5.5,52.9,,4642.256,339924.66,942.6,240.984,145.56,218.72,3094.392,238262.4,,8408.16,77856.0,15398.1
2024-01-27,6.8,10.8,3.0,1.3,2.8,7.4,6.3,60.0,,6488.014,198288.24,1577.0,230.904,164.96,793.056,3722.094,129254.4,,4897.62,55806.0,8330.22
2024-01-28,6.8,10.6,4.4,1.6,3.4,8.6,9.4,89.5,,7169.763,376700.94,1259.2,251.64,169.76,709.088,4780.075,280598.4,,9129.24,73429.2,13544.1
2024-01-29,6.3,10.9,2.1,1.5,3.4,6.6,9.5,90.5,,8032.053,40244.82,1753.4,328.176,190.28,1300.48,4459.717,24595.2,,1078.02,13434.0,1137.6
2024-01-30,8.5,10.0,5.3,1.9,3.2,6.7,0.0,0.0,,1175.857,42177.9,266.4,35.352,28.56,316.192,529.353,27072.0,,653.04,12774.0,1678.86
2024-01-31,12.6,16.2,10.0,1.3,3.5,5.6,3.2,30.2,,2546.722,43525.94,545.0,69.048,60.8,1035.904,835.97,28166.4,622.1,1086.66,13314.0,336.78
2024-02-01,11.1,12.5,9.8,2.1,4.5,8.3,0.0,0.0,,279.591,131542.02,88.8,0.0,0.2,55.36,135.231,72576.0,,3323.34,40485.6,15157.08
2024-02-02,10.7,11.4,10.0,2.5,4.1,7.5,0.0,0.0,,497.556,121066.38,138.6,0.144,0.24,117.76,240.812,74851.2,,3754.62,31370.4,11090.16
2024-02-03,10.0,11.4,9.6,2.8,4.5,7.3,0.0,0.0,,384.958,192646.56,87.4,1.944,2.2,149.504,143.91,129772.8,,8244.18,52939.2,1690.38
2024-02-04,11.4,14.1,9.9,3.5,5.6,10.2,2.2,20.6,,1478.899,263530.62,258.4,90.504,74.28,365.824,689.891,200764.8,,9003.96,50328.0,3433.86
2024-02-05,10.9,16.1,8.4,2.1,5.0,8.4,4.0,37.4,,2375.107,283250.7,398.0,44.424,5.04,287.52,1640.123,211680.0,,6350.58,52491.6,12728.52
2024-02-06,9.8,12.5,7.6,1.3,3.0,5.2,2.2,20.6,,2836.939,170336.15999999997,598.4,70.488,79.28,149.984,1938.787,107510.4,,5087.34,41104.8,16633.62
2024-02-07,7.5,10.8,4.7,1.1,3.0,6.4,6.8,63.6,,4854.034,247437.60000000003,849.8,128.736,123.48,655.456,3096.562,173664.0,,5971.14,46957.2,20845.26
2024-02-08,7.1,10.1,4.2,1.5,3.2,5.7,8.6,79.6,,4949.545,203327.16,1074.6,155.304,145.4,485.632,3088.609,144028.8,,4942.08,39886.8,14469.48
2024-02-09,6.4,10.7,3.3,1.2,3.5,6.8,8.1,75.0,,5473.35,341554.92,887.2,201.24,159.84,513.824,3711.246,258912.0,,9262.62,57735.6,15644.7
2024-02-10,7.2,11.2,4.0,1.1,3.2,6.5,4.4,40.7,,3780.801,158355.0,832.6,158.688,136.84,542.496,2110.177,118051.2,,4306.86,28188.0,7808.94
2024-02-11,8.5,12.1,5.6,1.6,4.6,8.8,7.8,71.6,,7058.085,411094.68000000005,1726.2,391.104,241.6,1175.232,3523.949,340963.2,,5628.96,48541.2,15961.32
2024-02-12,9.2,13.0,4.6,1.2,2.5,4.2,9.7,89.0,,11146.09,53796.77999999999,2575.6,591.336,367.48,1918.976,5692.698,39168.0,,1659.24,9028.8,3940.74
2024-02-13,13.8,17.0,9.1,1.5,3.7,7.1,7.5,68.8,,5431.672,99364.85999999999,2509.4,599.328,360.8,1962.144,0.0,69811.2,,1562.04,13352.4,14639.22
2024-02-14,15.0,15.7,13.9,0.7,3.4,6.2,0.0,0.0,,1458.017,241791.06,512.2,83.304,88.68,390.56,383.273,204220.8,,3936.6,23577.6,10056.06
2024-02-15,13.5,19.1,8.6,1.4,4.0,9.2,7.9,71.8,,2536.661,316715.7,659.8,43.056,57.96,213.824,1562.021,293500.8,,2131.02,7759.02,13324.86
2024-02-16,8.9,12.6,4.4,1.4,2.9,4.9,8.9,80.9,,7836.832,48417.96000000001,1629.4,178.488,160.48,984.256,4884.208,36950.4,,1216.26,8148.0,2103.3
2024-02-17,9.9,13.6,6.2,1.5,2.4,4.6,8.3,74.8,,9422.999,74065.2,2813.8,396.216,387.92,2111.648,3713.415,60710.4,,1398.42,10186.8,1769.58
2024-02-18,14.6,16.8,9.6,2.6,7.8,12.6,0.0,0.0,,754.798,341607.66,114.0,11.592,18.76,394.944,215.502,300672.0,,3549.6,32604.0,4782.06
2024-02-19,16.4,18.4,14.1,3.3,8.3,13.5,6.5,58.6,,6863.381,262035.41999999998,1912.2,133.704,124.28,417.888,4275.309,222595.2,,2385.36,32776.8,4278.06
2024-02-20,13.4,14.6,11.5,1.9,5.5,9.8,0.0,0.0,,688.384,203433.65999999997,198.0,0.648,18.92,151.904,318.912,161164.8,,6303.24,34308.0,1657.62
2024-02-21,12.7,13.7,12.0,3.3,5.3,9.0,0.0,0.0,,835.107,370737.06,199.4,5.112,9.8,310.56,310.235,305481.6,,8841.6,55892.4,521.46
2024-02-22,9.9,12.4,8.8,3.9,6.3,11.5,0.0,0.0,,668.265,476313.3,196.6,0.576,0.2,131.008,339.881,394099.2,,8048.7,59176.8,14988.6
2024-02-23,8.3,9.2,7.3,3.3,5.7,10.2,0.0,0.0,,853.904,264017.26999999996,212.4,11.664,20.08,206.24,403.52,193276.8,,7746.12,49627.37,13366.98
2024-02-24,7.6,8.8,6.5,3.4,4.6,9.5,0.0,0.0,,888.307,310473.07,180.4,4.68,23.08,338.816,341.331,243388.8,,8789.22,56272.93,2022.12
2024-02-25,9.8,12.4,7.6,1.9,4.0,8.4,0.6,5.3,,1783.468,237468.44999999998,349.4,70.92,92.76,302.08,968.308,180115.2,,6447.24,34920.21,15985.8
2024-02-26,8.7,12.0,5.7,1.6,3.3,5.4,6.5,57.5,,9772.976,72827.25,2275.6,411.984,297.68,1848.544,4939.168,47376.0,,1236.78,10719.69,13494.78
2024-02-27,9.0,12.1,7.5,3.2,6.1,11.0,8.3,72.8,,5170.651,235187.93000000002,763.2,289.944,219.8,1997.248,1900.459,194140.8,,9394.92,30036.17,1616.04
2024-02-28,10.0,11.8,8.0,2.9,6.5,11.4,0.0,0.0,,4584.541,181006.9,903.2,249.912,194.72,1026.016,2210.693,143654.4,,7828.38,27610.72,1913.4
2024-02-29,8.8,10.5,7.7,2.3,5.6,10.1,0.0,0.0,,703.967,281112.31999999995,155.6,9.072,18.48,139.712,381.103,230342.4,,7950.24,33918.14,8901.54
2024-03-01,5.0,9.1,0.7,1.8,4.5,10.3,7.9,68.7,,5630.047,628368.1799999999,939.0,109.008,124.24,539.008,3918.791,564105.6,,2534.22,60648.0,1080.36
2024-03-02,4.3,8.7,0.7,1.6,4.2,9.4,9.2,80.0,,10579.389,187101.12,2490.2,557.064,339.12,1800.416,5392.589,156211.2,,1397.34,26598.0,2894.58
2024-03-03,7.5,11.0,4.1,1.0,2.6,5.7,1.5,12.9,,5055.249,138681.9,1155.8,146.592,136.64,939.808,2676.409,113731.2,,3039.84,17654.4,4256.46
2024-03-04,9.6,13.8,5.6,1.9,5.3,9.6,2.7,23.3,,4172.687,126350.7,828.0,204.336,160.52,948.48,2031.351,100512.0,,1916.64,21544.44,2377.62
2024-03-05,11.0,12.3,9.3,4.1,6.3,10.3,0.0,0.0,,421.81,416793.32,120.4,0.504,2.4,131.456,167.05,323136.0,,10361.7,75985.64,7309.98
2024-03-06,10.0,12.3,7.5,2.6,4.7,9.8,0.5,4.3,,2130.029,165420.72999999998,441.8,151.344,139.88,444.608,952.397,115315.2,,4285.98,36598.69,9220.86
2024-03-07,9.3,14.2,5.6,1.7,3.8,7.7,9.4,80.3,,10338.349,286494.24000000005,2535.4,561.384,379.68,1846.784,5015.101,200880.0,,7693.2,60524.4,17396.64
2024-03-08,7.8,11.3,5.6,2.1,4.5,10.1,10.4,88.9,,10772.383,463233.6,2431.6,581.544,397.0,1859.008,5503.231,357091.2,,10797.12,76388.4,18956.88
2024-03-09,6.9,11.4,2.4,1.7,4.7,7.6,10.9,92.4,,11318.973,278855.28,3080.0,453.528,442.76,2100.512,5242.173,206236.8,,6453.54,51958.8,14206.14
2024-03-10,9.0,13.1,5.0,1.8,4.1,7.3,11.1,94.1,,9277.475,33337.38,2532.0,380.664,475.48,2382.016,3507.315,16358.4,,979.92,9588.0,6411.06
2024-03-11,10.0,15.0,6.5,1.2,5.3,9.7,1.6,13.6,,3084.658,33980.161,683.2,149.616,129.28,704.448,1418.114,22752.0,,480.24,5991.421,4756.5
2024-03-12,10.4,15.8,6.7,1.5,3.4,7.2,8.3,69.7,,5884.394,290467.27,1408.4,344.808,228.04,782.72,3120.426,224121.6,,6043.68,46995.49,13306.5
2024-03-13,9.7,14.0,4.7,1.7,4.1,6.6,10.4,87.4,,13310.21,161795.66,3052.8,679.104,474.2,2334.624,6769.482,113990.4,,4125.42,38189.12,5490.72
2024-03-14,10.7,14.5,7.1,1.4,2.8,4.4,8.0,67.2,,10228.67,21009.941,2261.8,499.032,346.88,1815.872,5305.086,17280.0,,438.12,3153.761,138.06
2024-03-15,11.9,16.6,6.7,1.6,3.2,5.2,11.3,94.2,,12735.492,3278.366,2950.8,641.232,446.44,2252.96,6444.06,950.4,,305.1,1770.326,252.54
2024-03-16,13.4,17.4,8.7,1.1,2.2,4.1,6.4,53.3,,9860.782,15017.452000000001,2189.2,499.392,344.44,1568.224,5259.526,6537.6,,570.6,5427.412,2481.84
2024-03-17,15.0,18.4,11.9,1.3,3.7,6.9,3.1,25.8,,4979.938,277975.9,1010.0,289.656,218.24,711.872,2750.17,201657.6,,7217.82,55883.62,13216.86
2024-03-18,12.4,14.6,9.6,1.1,2.8,5.5,9.7,80.2,,12218.358,83655.99,2865.6,633.384,432.56,2215.904,6070.91,62553.6,,1985.4,17153.19,1963.8
2024-03-19,12.0,16.4,7.5,1.9,4.5,9.7,8.3,68.6,,10379.994,323033.3,2444.4,538.704,375.6,1819.616,5201.674,259401.6,,5402.16,48352.22,9877.32
2024-03-20,8.3,11.5,5.6,1.9,5.2,10.5,10.6,87.6,,12525.956,510295.6,3022.8,683.28,482.56,1927.968,6409.348,404928.0,,7218.18,91376.56,6772.86
2024-03-21,8.6,12.1,4.2,1.6,4.1,7.1,11.5,94.3,,14060.374,112633.43,3269.8,704.088,497.84,2435.168,7153.478,80582.4,,2847.6,25804.31,3399.12
2024-03-22,13.7,17.5,7.4,3.0,7.3,13.1,6.3,51.6,,8305.324,320430.31,1665.8,475.56,321.88,1931.968,3910.116,275731.2,,5036.22,31938.55,7724.34
2024-03-23,16.5,18.3,15.5,1.6,3.1,5.9,5.0,41.0,,3713.733,49544.76899999999,1411.8,285.12,325.2,1651.84,39.773,37267.2,,1066.14,9406.389,1805.04
2024-03-24,14.6,16.4,13.4,3.2,5.2,8.8,0.0,0.0,,978.875,264774.7,240.8,2.88,0.04,382.976,352.179,195408.0,,8734.86,60493.06,138.78
2024-03-25,13.7,14.2,13.1,3.4,5.1,9.4,0.0,0.0,,1170.344,286085.41,162.8,3.384,0.0,751.776,252.384,228124.8,,8361.9,48963.85,634.86
2024-03-26,12.8,16.5,9.9,1.9,5.8,11.0,9.4,76.4,,4220.008,246850.64,501.0,61.488,69.28,334.752,3253.488,187200.0,,4902.66,49540.76,5207.22
2024-03-27,12.7,16.4,8.7,1.5,3.0,5.7,7.6,61.3,,9328.276,64379.26999999999,2048.2,481.464,352.48,1909.76,4536.372,50227.2,,1051.38,11490.05,1610.64
2024-03-28,13.6,15.9,11.8,2.1,6.0,9.9,0.0,0.0,,985.967,288382.73,270.8,2.88,32.68,208.832,470.775,230918.4,,6427.26,46026.77,5010.3
2024-03-29,13.0,15.3,9.0,1.7,3.7,7.4,2.8,22.6,,12837.321,182146.05,2919.2,625.68,473.48,2282.336,6536.625,141638.4,,5463.9,30807.99,4235.76
2024-03-30,15.4,19.0,11.7,1.8,4.2,7.7,9.4,75.2,,7350.057,69519.01000000001,2536.2,228.888,385.04,1885.824,2314.105,47750.4,,2023.2,17389.75,2355.66
2024-03-31,14.7,19.3,12.9,0.9,2.2,4.1,0.2,1.6,,4617.18,20533.531,1056.2,189.36,188.12,861.44,2322.06,11030.4,,644.58,7508.371,1350.18
2024-04-01,15.9,20.3,11.7,1.0,2.4,3.9,10.9,87.2,,9391.141,26455.999,3035.8,298.008,506.6,2367.392,3183.341,9388.8,10955.52,401.22,5314.099,396.36
2024-04-02,16.6,18.2,13.6,1.3,3.1,6.2,0.0,0.0,,1519.662,267782.254,315.2,49.752,75.4,449.44,629.87,167644.8,57620.16,4571.46,37945.834,0.0
2024-04-03,15.9,17.9,14.8,1.6,4.1,7.8,0.0,0.0,,1321.851,71030.49,366.6,8.496,40.52,280.704,625.531,25200.0,31623.84,1289.7,12916.95,0.0
2024-04-04,14.2,15.1,13.5,1.0,2.6,4.2,0.0,0.0,,1783.219,37720.305,398.0,93.24,130.84,380.128,781.011,17596.8,1419.84,1355.58,17348.085,0.0
2024-04-05,14.8,18.2,12.5,2.0,4.4,9.1,8.4,66.1,,8746.833,79193.856,1677.0,491.4,362.6,2124.928,4090.905,45907.2,14988.96,1969.38,16328.316,0.0
2024-04-06,14.5,17.3,11.7,1.0,2.6,4.0,2.8,22.0,,5689.103,33775.56,1305.0,230.976,229.08,1025.632,2898.415,57.6,33310.08,62.28,345.6,0.0
2024-04-07,15.9,20.1,11.8,1.1,3.1,4.4,9.7,75.8,,7180.067,8078.7,2571.8,181.728,435.32,2022.784,1968.435,1958.4,4669.92,286.38,1164.0,0.0
2024-04-08,16.4,19.1,14.2,0.9,2.3,5.7,0.0,0.0,,2383.489,33658.38,548.4,62.856,84.32,477.344,1210.569,6681.6,25983.36,165.42,828.0,0.0
2024-04-09,15.3,18.9,11.8,1.8,3.1,8.0,8.3,64.8,21.0,10064.196,119501.653,2041.4,559.296,422.52,2108.32,4932.66,72662.4,22383.36,2812.5,21643.393,0.0
2024-04-10,14.8,18.0,12.1,2.4,4.6,8.8,9.8,76.0,23.42,9676.649,82114.13,2516.2,409.68,417.68,2273.28,4059.809,56419.2,6048.0,2087.82,17559.11,0.0
2024-04-11,16.5,19.2,13.7,1.3,2.9,5.1,0.0,0.0,5.5,2505.665,87948.861,613.0,77.256,93.08,610.112,1112.217,74966.4,4046.4,828.18,8107.881,0.0
2024-04-12,17.7,21.3,14.9,1.6,3.4,6.4,5.2,40.3,19.52,9905.215,43220.745,2386.6,479.16,357.96,1729.312,4952.183,38016.0,440.64,778.5,3985.605,0.0
2024-04-13,18.5,22.3,15.2,1.3,3.0,5.6,9.3,71.5,25.12,13220.729,39291.336,3095.8,635.688,477.4,2339.264,6672.577,36950.4,30.24,394.38,1916.316,0.0
2024-04-14,19.1,21.0,16.6,2.7,4.4,8.4,0.9,6.9,10.86,7854.936,386716.874,1402.8,435.168,351.36,1604.352,4061.256,287020.8,57260.16,4373.1,38062.814,0.0
2024-04-15,18.5,23.4,16.7,1.7,3.8,6.6,4.4,33.8,16.0,5258.0,391040.147,1608.4,167.112,158.88,767.968,2555.64,243878.4,79555.68,7955.1,59650.967,0.0
2024-04-16,17.9,23.3,15.2,1.3,3.5,6.9,7.6,58.5,16.87,9937.522,104908.863,2956.6,328.824,403.68,1968.768,4279.65,43948.8,39258.72,2339.28,19362.063,0.0
2024-04-17,16.1,19.0,13.2,1.0,2.6,3.5,0.6,4.6,11.37,6149.494,15492.788,1386.2,300.096,259.56,1091.168,3112.47,1728.0,10582.56,296.82,2885.408,0.0
2024-04-18,17.1,22.1,12.1,1.2,2.6,5.0,10.9,83.2,26.61,11036.416,146406.212,3228.6,426.672,525.52,2376.384,4479.24,56534.4,68457.6,2349.72,19064.492,0.0
2024-04-19,18.4,23.1,13.6,1.2,3.4,5.8,8.5,64.9,21.05,10614.963,39883.773,2429.4,515.952,401.88,1859.232,5408.499,16588.8,15243.84,788.58,7262.553,0.0
2024-04-20,16.5,19.5,14.1,1.7,3.4,7.9,0.0,0.0,1.99,4276.007,204172.135,1249.8,140.472,131.12,528.736,2225.879,100598.4,66529.44,3239.64,33804.655,0.0
2024-04-21,14.9,16.6,13.4,1.4,2.8,5.9,0.0,0.0,4.69,2228.787,4659.472,224.0,234.144,200.12,256.544,1313.979,1929.6,698.4,247.68,1783.792,0.0
2024-04-22,16.0,17.1,15.4,2.4,4.4,7.7,0.0,0.0,4.63,1445.719,197598.43,139.6,114.048,124.04,610.272,457.759,120412.8,22200.48,5382.0,49603.15,0.0
2024-04-23,15.8,17.9,15.0,3.0,5.9,10.3,0.7,5.3,9.22,1308.518,239753.688,216.0,64.224,78.88,391.136,558.278,155088.0,21132.0,9053.1,54480.588,0.0
2024-04-24,17.0,21.8,13.5,2.2,5.6,12.3,10.8,81.2,27.6,11910.841,207466.264,3120.8,519.264,229.52,2352.896,5688.361,122947.2,46215.36,5144.4,33159.304,0.0
2024-04-25,16.3,20.5,11.7,1.6,3.1,6.3,11.2,84.2,27.28,12803.504,62827.729,3101.4,550.728,580.6,3087.072,5483.704,22521.6,25427.52,1246.14,13632.469,0.0
2024-04-26,17.6,21.2,15.0,1.0,2.4,4.3,3.0,22.4,15.39,6867.471,1608.411,1687.4,231.192,225.96,1431.104,3291.815,259.2,982.08,48.96,318.171,0.0
2024-04-27,19.0,22.4,16.7,1.3,3.4,5.1,10.6,79.1,27.3,10462.808,11501.723,3107.2,329.976,559.68,3033.12,3432.832,2793.6,7843.68,306.18,558.263,0.0
2024-04-28,19.9,24.4,15.3,1.6,3.4,7.7,7.2,53.7,20.06,10152.383,26128.506,2263.0,462.456,392.2,2076.032,4958.695,20966.4,2221.92,435.06,2505.126,0.0
2024-04-29,18.9,20.7,17.2,2.3,5.0,10.4,0.0,0.0,4.42,1579.223,223494.861,443.4,20.952,53.16,548.992,512.719,160934.4,24612.48,5840.64,32107.341,0.0
2024-04-30,18.2,21.6,16.6,1.0,2.7,5.0,2.3,17.0,14.28,10295.633,103297.885,2378.2,519.984,260.72,1634.944,5501.785,43372.8,33043.68,2435.04,24446.365,0.0
2024-05-01,16.1,17.9,14.1,2.5,5.5,10.6,0.6,4.4,9.64,3162.496,176396.771,640.8,90.36,0.0,1029.856,1401.48,96451.2,38255.04,4574.52,37116.011,0.0
2024-05-02,16.7,22.0,13.6,2.5,5.5,11.3,8.6,63.7,24.52,11041.14,68041.179,2891.8,447.912,486.04,2764.352,4451.036,28051.2,28408.32,1334.7,10246.959,0.0
2024-05-03,17.7,22.4,13.0,1.7,3.2,7.3,12.2,89.7,28.77,12881.444,46024.089,3194.6,534.672,520.04,2992.224,5639.908,11606.4,31419.36,398.88,2599.449,0.0
2024-05-04,20.4,22.5,17.2,2.3,4.8,8.8,0.3,2.2,9.41,7359.878,203225.31,1628.8,427.896,348.04,1546.176,3408.966,117244.8,55219.68,2236.32,23617.53,4906.98
2024-05-05,19.5,20.3,17.8,4.0,7.9,15.2,0.0,0.0,0.86,669.084,614827.984,132.6,5.184,29.32,316.128,185.852,314121.6,228008.16,2764.62,64145.884,5787.72
2024-05-06,17.9,22.3,16.1,2.5,6.2,11.6,6.7,48.9,21.97,9674.186,162229.784,2279.4,538.416,430.48,2373.312,4052.578,112608.0,8271.36,2142.54,37610.024,1597.86
2024-05-07,18.4,23.5,14.6,2.8,5.1,11.2,12.4,90.5,27.33,12239.035,329804.582,3114.0,511.848,545.12,2867.84,5200.227,192470.4,70420.32,10435.86,50821.862,5656.14
2024-05-08,15.0,17.9,13.6,2.8,6.0,10.9,3.7,27.0,15.72,3246.458,191260.01,638.2,144.0,170.28,767.392,1526.586,107913.6,37856.16,3836.88,36275.69,5377.68
2024-05-09,16.7,21.2,11.6,1.6,5.2,9.1,12.7,92.7,29.08,11041.525,58753.042,3161.4,383.976,582.68,3055.424,3858.045,30384.0,13315.68,1195.02,13761.862,96.48
2024-05-10,18.2,22.4,12.5,1.7,3.2,5.8,12.7,92.0,29.42,10785.508,82449.194,3181.4,345.528,572.12,3015.712,3670.748,26726.4,43372.8,900.18,11449.814,0.0
2024-05-11,19.6,22.6,17.8,1.4,2.6,5.4,0.5,3.6,9.01,5789.895,441736.312,951.8,307.8,274.76,1401.952,2853.583,244713.6,140513.76,5124.06,51384.892,0.0
2024-05-12,17.7,19.1,14.4,1.3,3.4,7.7,0.0,0.0,4.17,3430.456,436892.965,945.8,154.296,48.92,1072.32,1209.12,147772.8,201535.2,6589.08,78156.925,2838.96
2024-05-13,19.0,24.0,12.9,2.0,5.0,11.8,12.6,91.3,29.44,11022.043,138955.07,3169.4,517.608,424.92,3007.232,3902.883,38908.8,77513.76,1218.42,18109.73,3204.36
2024-05-14,18.7,23.1,14.0,1.7,2.9,5.6,12.6,90.6,30.03,10853.517,7924.169,3129.4,351.792,581.44,3023.232,3767.653,720.0,4348.8,282.6,2547.749,25.02
2024-05-15,18.0,24.0,13.6,2.3,5.4,12.9,12.1,87.1,29.92,9907.882,353108.513,2892.8,315.216,558.92,2615.552,3525.394,232300.8,58786.56,6611.58,54980.273,429.3
2024-05-16,18.6,23.2,13.8,3.3,5.4,11.7,12.6,90.6,30.17,12669.626,533710.727,3336.8,496.44,603.28,3147.136,5085.97,342604.8,90360.0,11259.0,86000.867,3486.06
2024-05-17,19.8,23.4,16.5,2.2,4.2,8.3,12.5,89.9,30.31,14034.251,103766.949,3153.2,289.728,579.04,3004.16,7008.123,16272.0,64235.52,1733.94,14171.769,7353.72
2024-05-18,20.2,23.7,16.7,1.3,2.2,4.3,12.5,89.3,30.1,13564.947,59782.677,3131.0,243.216,571.4,2935.904,6683.427,31708.8,10591.2,1504.44,12571.737,3406.5
2024-05-19,21.4,26.7,16.3,1.3,2.8,4.2,12.6,90.0,30.6,13950.121,24334.327,3105.6,372.96,584.12,3002.976,6884.465,8784.0,3238.56,1198.08,10631.827,481.86
2024-05-20,20.9,24.2,16.5,1.1,2.8,5.1,9.6,68.6,22.52,12172.532,36494.931,2662.0,556.056,496.6,2507.008,5950.868,12297.6,12952.8,687.42,9842.691,714.42
2024-05-21,20.4,24.4,16.7,2.2,4.6,9.3,11.0,78.6,28.08,9227.322,94924.467,2187.0,384.408,354.12,2842.208,3459.586,58032.0,9024.48,2252.16,24350.247,1265.58
2024-05-22,20.5,24.0,18.3,2.3,4.7,9.2,0.5,3.6,13.78,7758.647,44115.952,1888.8,360.864,333.52,1905.344,3270.119,30844.8,4.32,1454.22,11812.612,0.0
2024-05-23,22.0,25.9,18.3,1.0,3.3,5.1,9.8,69.5,24.33,11901.774,36698.136,2471.4,553.464,477.32,2678.688,5720.902,15523.2,9515.52,894.06,10595.076,170.28
