date,temp_avg_c,temp_max_c,temp_min_c,wind_avg_ms,wind_max_ms,wind_gust_ms,sunshine_hr,sunshine_rate_pct,solar_radiation_mj_m2,solar_total_kwh,wind_total_kwh,solar_gyorae_kwh,solar_haengwon_kwh,solar_promo_parking_kwh,solar_stadium_kwh,solar_susan_kwh,wind_dongbok_kwh,wind_gasiri_kwh,wind_gimnyeong_kwh,wind_haengwon_kwh,wind_sinchang_kwh
2025-12-16,12.6,17.7,7.3,1.6,3.8,6.4,6.8,68.0,10.14,6601.0,17557.0,1150.0,552.0,252.0,1459.0,3189.0,3888.0,7358.0,241.0,4800.0,1269.0
2025-12-17,12.0,16.3,7.9,1.6,4.5,8.3,8.4,84.0,11.64,4461.0,445100.0,840.0,329.0,120.0,421.0,2752.0,238982.0,94810.0,7780.0,89424.0,14105.0
2025-12-18,10.6,15.5,6.1,2.2,4.2,8.3,8.4,84.0,12.21,10113.0,126681.0,2013.0,803.0,365.0,1906.0,5026.0,40003.0,58853.0,1278.0,21732.0,4815.0
2025-12-19,16.2,20.1,11.0,1.6,3.8,7.2,3.9,39.0,7.52,7541.0,47476.0,1499.0,579.0,258.0,1534.0,3670.0,15869.0,21125.0,479.0,5736.0,4268.0
2025-12-20,17.6,22.5,14.3,1.7,4.1,7.4,2.5,25.0,7.3,2815.0,184441.0,580.0,184.0,40.0,643.0,1370.0,77213.0,59602.0,3298.0,37608.0,6721.0
2025-12-21,10.8,15.0,6.0,2.0,4.9,8.9,4.7,47.0,7.78,4184.0,646696.0,877.0,281.0,145.0,443.0,2438.0,394272.0,147067.0,6431.0,95136.0,3789.0
2025-12-22,9.1,13.1,3.2,2.4,4.7,10.2,9.2,92.0,12.64,9144.0,69224.0,1871.0,664.0,291.0,1753.0,4565.0,21917.0,31075.0,1118.0,14448.0,666.0
2025-12-23,14.9,18.5,10.6,1.4,3.0,5.6,2.0,20.0,6.21,4228.0,76369.0,803.0,319.0,155.0,1023.0,1929.0,44323.0,13565.0,776.0,14748.0,2957.0
2025-12-24,14.2,17.6,12.3,1.5,2.9,6.3,1.0,10.0,6.03,630.0,507004.0,83.0,30.0,0.0,55.0,462.0,255427.0,155232.0,7042.0,74016.0,15287.0
2025-12-25,7.5,12.5,2.6,2.2,4.7,11.8,5.6,56.0,10.84,2529.0,854088.0,659.0,148.0,86.0,341.0,1295.0,591869.0,149803.0,4000.0,88656.0,19760.0
2025-12-26,3.2,7.2,1.4,1.9,3.9,10.0,5.5,55.0,9.45,4494.0,672340.0,655.0,303.0,142.0,446.0,2948.0,447235.0,110131.0,5008.0,94992.0,14974.0
2025-12-27,4.6,9.4,1.4,1.7,4.3,9.0,1.6,16.0,4.6,6494.0,96953.0,1280.0,531.0,232.0,898.0,3554.0,36173.0,33307.0,1525.0,23484.0,2464.0
2025-12-28,9.5,13.7,3.3,1.7,5.4,10.3,7.0,70.0,11.17,6785.0,31375.0,1438.0,640.0,284.0,1465.0,2957.0,11088.0,12758.0,436.0,4440.0,2653.0
2025-12-29,12.0,17.1,8.7,1.7,4.9,9.8,4.7,47.0,7.95,6991.0,148504.0,1274.0,699.0,312.0,1395.0,3311.0,80726.0,29837.0,2947.0,30132.0,4862.0
2025-12-30,10.3,15.8,7.6,2.1,4.5,7.0,8.1,81.0,11.54,9097.0,213157.0,1790.0,763.0,345.0,1786.0,4413.0,51667.0,111168.0,2741.0,34680.0,12901.0
2025-12-31,7.5,12.4,5.1,2.0,3.9,7.7,8.5,85.0,11.99,4830.0,569519.0,586.0,513.0,242.0,449.0,3039.0,310378.0,150307.0,7904.0,82992.0,17939.0
